,EMPLOYEE #,satisfaction_level,last_evaluation
6726,39813,0.87,0.95
6727,39814,0.85,0.85
6728,82205,0.49,0.51
6729,39827,0.87,0.8
6730,87399,0.17,0.49
6731,39842,0.55,0.46
6732,39848,0.91,0.71
6733,87541,0.96,0.62
6734,92579,0.53,0.5
6735,93444,0.25,0.59
6736,39869,0.98,0.57
6737,2232,0.83,0.36
6738,39874,0.71,0.83
6739,3472,0.74,0.77
6740,9379,0.56,0.7
6741,39879,0.23,0.9
6742,39884,0.35,0.64
6743,39887,0.48,0.98
6744,39892,0.83,0.74
6745,39899,0.73,0.87
6746,39908,0.85,0.97
6747,39912,0.8,0.95
6748,39916,0.98,0.74
6749,39918,0.96,0.85
6750,39919,0.67,0.75
6751,39920,0.58,0.91
6752,39926,0.83,0.86
6753,39933,0.9,0.57
6754,39938,0.89,0.66
6755,39955,0.99,0.92
6756,39965,0.89,0.5
6757,16231,0.79,0.5
6758,39974,0.64,0.41
6759,39988,0.22,0.57
6760,40000,0.94,0.6
6761,17718,0.56,0.97
6762,40010,0.85,0.8
6763,21050,0.8,0.62
6764,40016,0.86,0.53
6765,40017,0.96,1.0
6766,24509,0.51,0.61
6767,40049,0.73,0.95
6768,72733,0.31,0.75
6769,40072,0.62,0.51
6770,40099,0.55,0.91
6771,40104,0.51,0.8
6772,40110,0.54,0.54
6773,40115,0.65,0.95
6774,40116,0.65,0.75
6775,40130,0.9,0.64
6776,40133,0.55,0.71
6777,40145,0.59,0.89
6778,40156,0.34,0.67
6779,40179,0.31,0.92
6780,40187,0.83,0.71
6781,40191,0.8,0.73
6782,40193,0.66,0.85
6783,32972,0.98,0.39
6784,40206,0.89,0.52
6785,40209,0.64,0.94
6786,40210,0.95,0.68
6787,40211,0.96,0.85
6788,40215,0.96,0.82
6789,40229,0.63,0.81
6790,40232,0.83,0.71
6791,40258,0.61,0.72
6792,40262,0.89,0.66
6793,40283,0.67,0.63
6794,35112,0.61,1.0
6795,40305,0.58,0.77
6796,40307,0.56,0.76
6797,40320,0.13,0.49
6798,40326,0.39,1.0
6799,40337,0.94,0.48
6800,40339,0.63,0.61
6801,40341,0.75,0.63
6802,41409,0.7,0.83
6803,40346,0.28,0.83
6804,42752,0.77,0.42
6805,40350,0.79,0.64
6806,40360,0.51,0.46
6807,51508,0.96,0.99
6808,40370,0.72,0.99
6809,52781,0.97,1.0
6810,40390,0.55,0.9
6811,40392,0.32,0.45
6812,40393,0.78,0.65
6813,40395,0.17,0.57
6814,40407,0.88,0.5
6815,40414,0.97,0.5
6816,40419,0.74,0.86
6817,40422,0.26,0.45
6818,59000,0.87,0.92
6819,40443,0.29,0.47
6820,40452,0.91,0.95
6821,40459,0.71,0.77
6822,40465,0.6,0.63
6823,40467,0.5,0.61
6824,40476,0.49,0.85
6825,40480,0.53,0.92
6826,83440,0.42,0.38
6827,61802,0.53,0.82
6828,40502,0.34,0.62
6829,67023,0.68,0.51
6830,40510,0.56,0.77
6831,40520,0.72,0.71
6832,68421,0.76,0.55
6833,40528,0.87,0.57
6834,40535,0.97,0.63
6835,40542,0.8,0.62
6836,40551,0.67,0.81
6837,72253,0.6,0.97
6838,40563,0.88,0.5
6839,73171,0.64,0.74
6840,40568,0.85,0.7
6841,40575,0.9,0.48
6842,40579,0.76,0.84
6843,40583,0.55,0.66
6844,40584,0.76,0.77
6845,40588,0.87,0.72
6846,40596,0.8,0.82
6847,40608,0.54,0.68
6848,40613,0.84,0.91
6849,40625,0.85,0.64
6850,40631,0.95,0.49
6851,40648,0.48,0.56
6852,40651,0.53,0.77
6853,40658,0.8,0.82
6854,40666,0.4,0.46
6855,40668,0.76,0.69
6856,40670,0.99,0.64
6857,40680,0.49,0.64
6858,40694,0.94,0.71
6859,40695,0.54,0.73
6860,40696,0.13,0.93
6861,74340,0.91,0.84
6862,40706,0.73,0.56
6863,40715,0.65,0.97
6864,76586,0.23,0.51
6865,86039,0.23,0.88
6866,40732,0.89,0.51
6867,40739,0.81,0.8
6868,86398,0.51,0.74
6869,40775,0.35,0.81
6870,86731,0.49,0.66
6871,40785,0.51,0.8
6872,86930,0.66,0.86
6873,40788,0.74,0.96
6874,40793,0.57,0.96
6875,40798,0.8,0.74
6876,40809,0.79,0.84
6877,40825,0.74,0.94
6878,40845,0.74,0.8
6879,40847,0.4,1.0
6880,91259,0.14,0.71
6881,92464,0.83,0.87
6882,40852,0.76,0.52
6883,95212,0.8,0.8
6884,98408,0.95,0.38
6885,40881,0.88,0.76
6886,40893,0.92,0.85
6887,40899,0.16,0.88
6888,40901,0.7,0.63
6889,40907,0.71,0.93
6890,40919,0.52,0.82
6891,40927,0.49,0.58
6892,40942,0.5,0.57
6893,40948,0.86,0.94
6894,40949,0.49,0.99
6895,40951,0.69,0.91
6896,40958,0.96,1.0
6897,40961,0.87,0.54
6898,40962,0.36,0.4
6899,40965,0.86,1.0
6900,40968,0.79,0.74
6901,40969,1.0,0.52
6902,99180,0.88,0.88
6903,2310,0.49,0.65
6904,40982,0.52,0.62
6905,40990,0.76,0.78
6906,40997,0.69,0.91
6907,41010,0.69,0.81
6908,41016,0.75,0.58
6909,3731,0.47,0.47
6910,41019,0.88,1.0
6911,15196,0.49,0.43
6912,41028,0.92,0.67
6913,41030,0.24,0.48
6914,16648,0.69,1.0
6915,41066,0.81,0.57
6916,16763,0.61,0.48
6917,41070,0.75,0.86
6918,41072,0.69,0.86
6919,41076,0.53,0.49
6920,41078,0.93,0.96
6921,41089,0.15,0.67
6922,41097,0.48,0.41
6923,41123,0.67,0.73
6924,41124,0.36,0.93
6925,41125,0.35,0.54
6926,41127,0.65,0.62
6927,41133,0.8,0.5
6928,41134,0.97,0.96
6929,41138,0.67,0.64
6930,41139,0.58,0.78
6931,41142,0.61,0.67
6932,41144,0.97,0.66
6933,41146,0.87,0.97
6934,41150,0.8,0.71
6935,21549,0.91,0.55
6936,41170,0.63,0.73
6937,41185,0.79,0.96
6938,41187,0.89,0.57
6939,22165,1.0,0.87
6940,41191,0.6,0.73
6941,41198,0.7,0.8
6942,41200,0.79,0.81
6943,41206,0.88,0.72
6944,41208,0.87,0.48
6945,41209,0.52,0.58
6946,41211,0.59,0.75
6947,41224,0.64,0.75
6948,41227,0.81,0.83
6949,41228,0.87,0.57
6950,41248,0.74,0.61
6951,24937,0.73,0.89
6952,41258,0.97,0.58
6953,41268,0.54,0.81
6954,41269,0.59,0.55
6955,41270,0.99,0.95
6956,41274,0.79,0.75
6957,41276,0.96,0.37
6958,41281,0.54,0.67
6959,41296,0.79,0.84
6960,41301,0.64,0.79
6961,41309,0.65,0.53
6962,25609,0.87,0.86
6963,41334,0.7,0.59
6964,35931,0.89,0.81
6965,41346,0.61,0.58
6966,41352,0.9,0.49
6967,41362,0.49,0.54
6968,41363,0.85,0.97
6969,41364,0.54,0.58
6970,41367,0.64,0.57
6971,41370,0.81,0.77
6972,41383,0.49,0.66
6973,41384,0.58,0.57
6974,41387,0.62,0.49
6975,41390,0.8,0.84
6976,41394,0.64,0.64
6977,41395,0.81,0.86
6978,41398,0.8,0.74
6979,41404,0.92,0.81
6980,36203,0.66,0.98
6981,39288,0.79,0.89
6982,41416,0.74,0.54
6983,39868,0.79,0.74
6984,41424,0.87,0.94
6985,41444,0.49,0.57
6986,41445,0.3,0.44
6987,41449,0.85,0.89
6988,48324,0.61,0.97
6989,41459,0.68,0.55
6990,41460,0.67,0.67
6991,41465,0.63,0.73
6992,41468,0.63,0.94
6993,41470,0.5,0.88
6994,41471,0.7,0.55
6995,50380,0.18,0.46
6996,41487,0.77,0.55
6997,41502,0.78,0.61
6998,41507,0.54,0.77
6999,41509,0.9,0.69
7000,41510,0.56,0.76
7001,57343,0.63,0.81
7002,41515,0.68,0.75
7003,41517,0.96,0.54
7004,92132,0.85,0.87
7005,41535,0.82,
7006,41536,0.44,0.39
7007,41537,0.86,0.97
7008,41552,0.56,0.68
7009,41555,0.69,0.94
7010,41559,0.91,0.85
7011,41561,0.99,0.94
7012,41567,0.76,0.84
7013,41568,0.63,0.67
7014,41570,0.21,0.62
7015,60443,0.63,0.43
7016,41586,0.58,0.51
7017,41593,0.52,0.84
7018,41597,0.89,0.64
7019,41607,0.81,0.81
7020,41608,0.62,0.73
7021,41614,0.83,0.5
7022,41619,0.85,0.99
7023,41634,0.52,0.61
7024,41638,0.57,0.97
7025,62849,0.93,1.0
7026,41649,0.78,0.89
7027,41656,0.65,0.59
7028,41663,0.42,0.74
7029,65935,0.22,0.61
7030,69753,0.71,0.96
7031,41680,0.44,0.68
7032,41683,0.6,0.52
7033,41703,0.68,0.61
7034,41708,0.53,0.41
7035,41712,0.8,0.82
7036,41713,0.97,0.82
7037,70851,0.47,0.47
7038,73199,0.96,0.93
7039,41729,0.81,0.45
7040,75255,0.86,0.65
7041,41735,0.59,0.82
7042,41740,0.53,0.97
7043,41744,0.57,0.86
7044,41751,0.7,0.48
7045,41755,0.58,0.59
7046,41758,0.43,0.86
7047,77468,0.92,0.82
7048,41769,0.24,0.7
7049,41783,0.67,0.52
7050,41795,0.68,0.84
7051,41798,0.54,0.75
7052,41803,0.73,0.63
7053,41804,0.59,0.41
7054,41806,0.22,0.64
7055,41810,0.49,0.83
7056,41813,0.91,1.0
7057,41816,0.18,0.97
7058,41820,0.71,0.41
7059,41822,0.56,0.66
7060,97381,0.84,0.62
7061,41830,0.59,0.49
7062,85488,0.88,0.62
7063,86805,0.8,0.52
7064,41847,0.53,0.63
7065,41851,0.53,0.83
7066,41855,0.3,0.67
7067,41856,0.91,0.7
7068,41857,0.32,0.66
7069,41861,0.73,0.87
7070,91255,0.87,0.54
7071,41871,0.57,0.73
7072,41872,0.62,0.94
7073,41876,0.55,0.91
7074,41882,0.93,0.57
7075,41887,0.3,0.47
7076,41896,0.57,0.7
7077,41913,0.9,0.85
7078,41915,0.83,0.79
7079,41918,0.38,0.64
7080,97865,0.97,0.95
7081,41927,0.7,1.0
7082,41930,0.26,0.73
7083,41932,0.58,0.58
7084,41937,0.69,0.57
7085,98727,0.88,0.6
7086,41943,0.57,0.91
7087,41953,0.94,0.8
7088,41966,0.94,0.58
7089,41983,0.46,0.49
7090,41987,0.49,0.57
7091,41991,0.96,1.0
7092,41998,0.29,0.95
7093,42036,0.94,0.69
7094,99518,0.56,0.64
7095,42053,0.18,0.49
7096,42057,0.84,0.83
7097,42058,0.58,0.96
7098,42063,0.21,0.6
7099,42067,0.59,0.53
7100,42072,0.66,0.65
7101,42074,0.58,0.82
7102,42078,0.66,0.49
7103,42087,0.56,0.78
7104,42088,0.92,0.78
7105,42096,0.56,0.69
7106,42104,0.57,0.59
7107,42106,0.99,0.79
7108,14937,0.76,0.93
7109,42125,0.78,0.91
7110,42127,0.99,0.48
7111,15764,0.71,0.95
7112,42129,0.51,0.96
7113,42134,0.88,0.82
7114,20175,0.96,0.83
7115,42148,0.9,0.64
7116,21142,0.77,0.51
7117,42164,0.95,0.5
7118,42168,0.85,0.67
7119,31245,0.46,0.79
7120,42182,0.57,0.95
7121,41866,0.93,1.0
7122,43567,0.78,0.68
7123,42196,0.68,1.0
7124,42204,0.83,0.78
7125,42222,0.56,0.51
7126,42229,0.93,0.78
7127,42244,0.13,0.53
7128,42246,0.71,0.99
7129,45480,0.98,0.74
7130,42250,0.83,0.82
7131,42254,0.78,0.65
7132,50095,0.35,0.58
7133,60718,0.67,0.55
7134,42269,0.86,0.88
7135,42270,0.33,0.61
7136,42280,0.3,0.86
7137,61121,0.75,0.63
7138,42290,0.8,0.98
7139,42298,0.98,0.53
7140,42300,0.72,0.48
7141,42301,0.82,0.52
7142,42304,0.91,0.59
7143,42318,0.84,0.78
7144,69255,0.95,0.74
7145,42329,0.53,0.51
7146,42345,0.5,0.5
7147,42349,0.36,0.95
7148,42360,0.33,0.38
7149,42361,0.38,0.47
7150,71110,0.7,0.9
7151,42365,0.44,0.45
7152,42376,0.32,0.66
7153,42382,0.63,0.93
7154,42390,0.56,0.54
7155,73626,0.56,0.78
7156,42393,0.81,0.78
7157,42396,0.89,0.75
7158,42397,0.63,0.87
7159,42405,0.64,0.66
7160,42412,0.46,0.53
7161,42413,0.76,0.56
7162,65359,0.99,0.71
7163,42424,0.85,0.76
7164,42427,0.78,0.99
7165,42437,0.91,0.56
7166,42441,0.16,0.57
7167,42442,0.71,0.57
7168,42446,0.92,0.68
7169,42451,0.21,0.98
7170,42457,0.74,0.6
7171,42459,0.76,0.6
7172,42462,0.62,0.95
7173,74441,1.0,0.61
7174,42474,0.67,0.54
7175,42476,0.81,0.87
7176,42478,0.84,0.69
7177,75073,0.84,0.99
7178,42492,0.97,0.97
7179,42498,0.7,0.5
7180,42500,0.52,0.74
7181,42504,0.46,0.88
7182,42506,1.0,0.87
7183,42514,0.91,0.58
7184,42522,0.16,0.69
7185,42539,0.58,0.62
7186,42540,0.75,0.61
7187,76873,0.96,0.62
7188,42551,0.92,0.78
7189,42570,0.35,0.63
7190,42572,0.56,0.96
7191,42574,0.27,0.96
7192,81817,0.66,0.72
7193,42597,0.66,0.98
7194,42601,0.98,0.69
7195,42603,0.51,0.58
7196,42604,0.51,0.83
7197,42611,0.53,0.94
7198,42617,0.69,0.7
7199,85452,0.66,0.74
7200,42621,0.89,0.76
7201,86151,0.74,0.64
7202,65612,0.82,0.75
7203,42627,0.66,0.9
7204,87170,0.59,0.97
7205,42635,0.13,0.65
7206,42643,0.68,0.74
7207,42656,0.5,0.81
7208,42665,0.6,0.82
7209,42672,0.87,0.98
7210,87746,0.51,0.89
7211,42676,0.78,0.63
7212,91625,0.66,0.96
7213,42693,0.72,0.73
7214,42698,0.57,0.98
7215,42704,0.5,0.49
7216,42711,0.72,0.62
7217,42713,0.41,0.48
7218,42717,0.55,0.65
7219,42719,0.49,0.94
7220,42727,0.8,0.94
7221,42740,0.78,0.51
7222,42743,0.69,0.56
7223,42744,0.83,0.98
7224,42749,0.89,0.73
7225,42750,0.94,0.82
7226,93209,0.51,0.53
7227,95666,0.89,0.9
7228,54365,0.99,0.69
7229,42768,0.79,0.66
7230,42769,0.98,0.97
7231,42770,0.98,0.97
7232,42782,0.97,0.67
7233,42784,0.71,0.71
7234,42799,0.49,0.6
7235,42800,0.72,0.71
7236,42803,0.58,0.61
7237,42804,0.65,1.0
7238,86261,0.18,0.55
7239,42817,0.83,0.99
7240,42830,0.2,0.76
7241,50644,0.96,0.93
7242,42835,0.59,0.69
7243,42837,0.97,0.99
7244,42844,0.14,0.99
7245,88871,0.75,0.96
7246,95568,0.71,0.63
7247,42871,0.84,0.52
7248,3998,0.57,0.75
7249,42878,0.46,0.55
7250,20178,0.77,0.94
7251,42891,0.44,0.65
7252,42896,0.68,0.59
7253,42902,0.94,0.58
7254,93296,0.73,0.91
7255,42911,0.51,0.5
7256,42923,0.93,0.87
7257,42929,0.74,1.0
7258,42938,0.82,0.9
7259,42946,0.86,0.91
7260,42947,0.99,0.86
7261,42952,0.58,0.86
7262,78620,0.96,0.6
7263,42985,0.72,0.67
7264,42986,0.23,0.94
7265,42991,0.99,0.79
7266,42994,0.95,0.58
7267,93506,0.75,0.55
7268,56001,0.95,0.54
7269,43018,0.97,0.84
7270,43021,0.98,0.86
7271,43023,0.79,0.98
7272,43030,0.54,0.91
7273,23804,0.51,0.51
7274,43035,0.83,0.91
7275,43040,0.6,0.7
7276,43074,0.58,0.83
7277,43082,0.55,0.68
7278,43085,0.5,0.64
7279,43089,0.46,0.41
7280,83957,0.61,0.82
7281,43094,0.91,0.98
7282,43099,0.5,0.94
7283,89067,0.75,0.82
7284,43117,0.74,0.87
7285,97548,0.62,0.53
7286,43124,0.87,0.76
7287,43126,0.13,0.72
7288,43127,0.71,0.43
7289,43128,0.7,0.9
7290,43129,0.32,0.87
7291,43134,0.84,0.72
7292,43154,0.79,0.87
7293,43161,0.97,0.64
7294,43168,0.76,0.58
7295,43169,0.97,0.63
7296,43170,0.53,0.4
7297,43175,0.61,0.57
7298,15866,0.94,0.89
7299,43181,0.52,0.79
7300,43182,0.91,0.67
7301,43200,0.52,0.63
7302,43203,0.59,0.68
7303,78428,0.61,0.71
7304,12313,0.78,0.78
7305,43222,0.44,0.67
7306,44168,0.8,0.97
7307,43232,0.54,0.6
7308,43233,0.96,0.91
7309,43234,0.98,0.49
7310,43236,0.83,0.91
7311,43237,0.64,0.89
7312,73786,0.51,0.78
7313,43246,0.31,0.42
7314,43271,0.53,0.68
7315,43272,0.81,0.53
7316,43274,0.17,0.85
7317,43280,0.72,0.98
7318,43282,0.49,0.49
7319,77875,0.81,0.95
7320,43294,0.75,0.98
7321,43310,0.74,0.73
7322,43318,0.82,0.73
7323,43321,0.36,0.4
7324,43327,0.89,0.55
7325,18204,0.78,0.87
7326,22129,0.81,0.56
7327,39381,0.61,0.78
7328,43346,0.23,0.96
7329,43359,0.73,1.0
7330,73217,0.4,0.65
7331,43380,0.99,0.63
7332,43382,0.62,0.54
7333,43383,0.61,0.93
7334,43395,0.9,0.98
7335,43403,0.93,0.67
7336,43407,0.52,0.75
7337,43419,0.77,0.72
7338,43423,0.59,0.76
7339,43426,0.51,0.59
7340,43427,0.67,0.95
7341,43428,0.95,0.65
7342,43438,0.75,0.76
7343,43448,0.54,0.61
7344,43451,0.45,0.71
7345,43453,0.66,0.66
7346,43457,0.36,0.69
7347,43461,0.3,0.47
7348,43464,0.61,0.63
7349,43473,0.71,0.7
7350,43478,0.6,0.99
7351,43482,0.19,0.61
7352,43492,0.91,1.0
7353,43497,0.98,0.69
7354,43515,0.9,0.78
7355,43521,0.73,0.94
7356,43523,0.52,0.56
7357,4248,0.77,0.56
7358,43529,0.98,0.62
7359,43533,0.79,0.5
7360,22390,0.73,0.91
7361,43550,0.97,0.95
7362,43557,0.38,0.6
7363,43559,0.59,0.48
7364,52113,0.73,0.79
7365,43579,0.84,0.53
7366,43584,0.61,0.59
7367,43585,0.79,0.78
7368,22546,0.73,0.91
7369,39254,0.22,0.9
7370,67834,0.84,0.52
7371,43627,0.21,0.85
7372,43629,0.44,0.69
7373,43630,0.2,0.52
7374,43634,0.51,0.86
7375,84406,0.55,0.98
7376,43652,0.24,0.38
7377,43653,0.65,0.77
7378,43671,0.44,0.42
7379,43674,0.98,0.67
7380,43678,0.69,0.8
7381,43679,0.71,0.56
7382,43683,0.54,0.71
7383,43687,0.77,0.98
7384,43696,0.53,0.43
7385,43703,0.64,0.72
7386,43704,0.69,0.59
7387,43721,0.93,0.71
7388,43726,0.58,0.65
7389,43730,0.33,0.46
7390,43738,0.95,0.57
7391,43745,0.65,0.9
7392,43759,0.9,0.7
7393,43767,0.59,0.8
7394,43779,0.88,0.55
7395,24557,0.63,0.83
7396,90367,0.53,0.61
7397,94590,0.63,0.64
7398,43789,0.96,0.76
7399,6634,0.7,0.73
7400,43799,0.73,0.36
7401,43810,0.94,0.8
7402,43814,0.82,0.58
7403,43816,0.44,0.63
7404,43825,0.58,0.9
7405,43830,0.55,0.97
7406,43833,0.92,0.84
7407,43841,0.91,0.59
7408,43842,0.69,0.61
7409,56263,0.23,0.7
7410,43859,0.21,0.81
7411,43864,0.51,0.6
7412,43865,0.73,0.74
7413,43869,0.65,0.67
7414,43871,0.64,0.48
7415,43878,0.77,0.49
7416,43880,0.71,0.79
7417,43888,0.2,0.38
7418,8950,0.99,0.57
7419,43904,0.77,0.57
7420,43918,0.8,0.56
7421,82134,0.97,0.5
7422,43927,0.89,0.53
7423,43933,0.97,0.7
7424,43940,0.23,0.99
7425,43945,0.6,0.75
7426,43954,0.52,0.63
7427,43956,0.86,0.63
7428,43962,0.86,0.95
7429,43967,0.76,0.58
7430,43974,0.79,0.77
7431,43978,0.35,0.52
7432,43980,1.0,0.97
7433,62083,0.2,0.8
7434,43994,0.57,0.62
7435,43998,0.23,0.46
7436,43999,0.82,0.97
7437,44000,0.98,0.8
7438,7185,0.52,0.7
7439,44010,0.96,0.61
7440,44018,0.69,0.64
7441,44019,0.92,0.77
7442,44025,0.91,0.43
7443,44030,0.85,0.96
7444,44040,0.91,0.77
7445,44044,0.79,0.55
7446,44048,0.74,0.95
7447,44049,0.73,0.72
7448,44051,0.55,0.98
7449,44052,0.79,0.97
7450,44059,0.53,0.51
7451,44060,0.7,0.6
7452,44071,0.74,0.56
7453,44075,0.95,0.76
7454,44093,0.49,0.57
7455,44095,0.79,0.9
7456,44096,0.99,0.86
7457,44102,0.56,0.79
7458,91988,0.7,0.79
7459,44119,0.93,0.65
7460,44125,0.46,0.66
7461,44136,0.24,0.61
7462,44140,0.32,0.41
7463,44154,0.5,0.78
7464,44156,0.58,0.72
7465,5188,0.83,0.81
7466,44180,0.57,0.42
7467,44183,0.51,0.83
7468,44186,0.65,0.96
7469,44188,0.52,0.41
7470,44191,0.77,0.7
7471,44197,0.42,0.77
7472,44201,0.68,0.79
7473,44209,0.83,0.92
7474,44210,0.66,0.63
7475,44221,0.75,0.57
7476,44228,0.65,0.48
7477,23100,0.49,0.6
7478,44239,0.77,0.96
7479,67469,0.65,0.97
7480,44251,0.65,0.49
7481,50691,0.44,0.58
7482,44258,0.61,0.72
7483,44259,0.98,0.89
7484,44268,0.68,0.88
7485,58392,0.58,0.5
7486,44277,0.81,0.92
7487,64334,0.76,0.5
7488,44290,0.14,0.93
7489,44295,0.49,0.91
7490,44299,0.97,0.78
7491,44320,0.91,0.6
7492,70662,0.15,0.98
7493,85851,0.82,0.63
7494,44335,0.67,0.87
7495,44336,0.5,0.96
7496,44342,0.57,0.39
7497,44350,0.99,0.94
7498,44355,0.97,0.94
7499,44370,0.93,0.58
7500,44374,0.62,0.6
7501,44376,0.62,0.51
7502,44378,0.96,0.61
7503,44396,0.98,0.96
7504,44409,0.52,0.57
7505,44411,0.56,0.77
7506,44417,0.14,0.41
7507,44419,0.29,0.38
7508,44427,0.76,0.81
7509,44443,0.39,0.58
7510,87709,0.96,0.72
7511,44445,0.84,0.93
7512,44446,0.81,0.62
7513,44454,0.51,0.51
7514,98139,0.87,0.75
7515,44456,0.94,0.77
7516,44460,,0.97
7517,44473,0.44,0.53
7518,44478,0.85,0.55
7519,44483,0.18,0.86
7520,90546,0.91,0.74
7521,44489,0.81,0.83
7522,44493,0.82,0.59
7523,44495,0.48,0.79
7524,44524,0.92,0.84
7525,94944,0.94,0.88
7526,97136,1.0,0.56
7527,44559,0.96,0.91
7528,44563,0.24,0.74
7529,5742,0.62,0.89
7530,44574,0.55,0.76
7531,44583,0.82,0.52
7532,44589,0.62,0.56
7533,44601,0.61,0.69
7534,44604,0.72,0.52
7535,44605,0.45,0.76
7536,44614,0.51,0.93
7537,44620,0.42,0.53
7538,44627,0.69,0.64
7539,44631,0.61,0.66
7540,9583,0.5,0.98
7541,44651,0.25,0.68
7542,44655,0.88,0.89
7543,44663,0.81,0.66
7544,44664,0.75,0.77
7545,44667,0.77,0.8
7546,44680,0.55,0.72
7547,44683,0.7,0.73
7548,44684,0.96,0.78
7549,44685,0.18,0.73
7550,44692,0.22,0.62
7551,44695,0.95,0.49
7552,44697,0.37,0.71
7553,22608,0.84,0.45
7554,44717,0.8,0.68
7555,44718,0.57,0.55
7556,29991,0.98,0.63
7557,44725,0.95,0.62
7558,44728,0.8,0.65
7559,44738,0.52,0.7
7560,44739,0.31,0.62
7561,44741,0.71,0.59
7562,44749,0.71,0.85
7563,43602,0.5,0.96
7564,44773,0.95,0.9
7565,44776,0.95,0.77
7566,46407,0.65,0.85
7567,48584,0.94,0.72
7568,44800,0.72,0.85
7569,73896,0.94,0.79
7570,77254,0.79,0.94
7571,77754,0.6,0.58
7572,80246,0.62,0.76
7573,91912,0.94,0.74
7574,44823,0.24,0.5
7575,44827,0.17,0.71
7576,44831,0.66,0.83
7577,44833,0.65,0.56
7578,44837,0.51,0.62
7579,44848,0.41,0.75
7580,44855,0.98,0.99
7581,44857,0.96,0.55
7582,44862,0.55,0.97
7583,44868,0.99,0.71
7584,44877,0.51,0.98
7585,44896,0.74,0.9
7586,44915,0.81,0.87
7587,44917,0.51,0.87
7588,44923,0.53,0.55
7589,44931,0.67,0.48
7590,44936,0.68,0.64
7591,44952,0.69,0.63
7592,44953,0.71,0.65
7593,44963,0.64,0.56
7594,44968,0.62,0.58
7595,44972,0.81,0.5
7596,99224,0.84,0.54
7597,44977,1.0,0.67
7598,44981,0.72,0.73
7599,44989,0.57,0.67
7600,44998,0.73,0.99
7601,45003,0.91,0.59
7602,45004,0.98,0.85
7603,45005,0.58,0.95
7604,45006,0.73,0.52
7605,8655,0.96,0.95
7606,45012,0.57,0.98
7607,45017,0.77,0.73
7608,45020,0.3,0.85
7609,45024,0.85,0.75
7610,45026,0.49,0.83
7611,45033,0.77,0.43
7612,45034,1.0,0.99
7613,21210,0.85,0.74
7614,45040,0.87,0.75
7615,45042,0.9,0.79
7616,45043,0.71,0.8
7617,29059,0.59,0.56
7618,45052,0.85,0.74
7619,45054,0.72,0.82
7620,45058,0.73,0.65
7621,45062,0.9,0.54
7622,33450,0.59,0.65
7623,45072,0.52,0.9
7624,45080,0.85,0.49
7625,45084,0.35,0.4
7626,45085,0.7,0.68
7627,45088,0.58,0.86
7628,33575,0.89,0.5
7629,45101,0.54,0.63
7630,45109,0.55,0.89
7631,45114,0.77,0.62
7632,45117,0.55,0.61
7633,98250,0.6,0.77
7634,45140,0.75,0.9
7635,45147,0.57,0.88
7636,45149,0.69,0.94
7637,45152,0.87,0.98
7638,45155,0.69,0.36
7639,45158,0.58,0.92
7640,45160,0.87,0.64
7641,5108,0.71,0.77
7642,6492,0.74,0.78
7643,45174,0.75,0.53
7644,45179,0.5,0.54
7645,45182,0.59,0.86
7646,33053,0.81,0.84
7647,45189,0.34,0.55
7648,45202,0.53,0.87
7649,45215,0.94,0.85
7650,45222,0.76,0.77
7651,45227,0.2,0.58
7652,45229,0.97,0.67
7653,45230,0.96,0.72
7654,45231,0.81,0.5
7655,45236,0.2,0.48
7656,40004,0.53,0.71
7657,45244,0.75,0.76
7658,45258,0.55,0.91
7659,45271,0.58,0.65
7660,45272,0.99,0.64
7661,45276,0.96,0.86
7662,45277,0.82,0.92
7663,45283,0.88,0.77
7664,45290,0.78,0.97
7665,45294,0.46,0.47
7666,45303,0.88,0.59
7667,45315,0.91,0.55
7668,41923,0.6,0.68
7669,21058,0.82,0.51
7670,45329,0.67,0.56
7671,50662,0.55,0.61
7672,45353,0.73,0.62
7673,45355,0.59,0.68
7674,45356,0.4,0.65
7675,45366,0.56,0.99
7676,45369,0.87,0.57
7677,45371,0.5,0.53
7678,52780,0.98,0.79
7679,58849,0.71,0.96
7680,45393,0.72,0.89
7681,70009,0.5,0.83
7682,58707,0.89,0.56
7683,96189,0.56,0.68
7684,20254,0.32,0.55
7685,45423,0.96,0.88
7686,70681,0.67,0.92
7687,45441,0.26,0.7
7688,45445,0.51,0.9
7689,45448,0.16,0.78
7690,45502,0.77,0.71
7691,5634,0.67,0.52
7692,45460,0.36,0.77
7693,45463,0.69,0.82
7694,45474,0.72,0.76
7695,63041,0.72,0.81
7696,45498,0.88,0.95
7697,66911,0.91,0.55
7698,88811,0.96,0.6
7699,45515,0.49,0.8
7700,45520,0.59,0.97
7701,45525,0.8,0.87
7702,45529,0.91,0.67
7703,45539,0.18,0.79
7704,45542,0.94,0.58
7705,93622,0.44,0.61
7706,16328,0.96,0.59
7707,45552,0.55,0.97
7708,45557,0.99,0.54
7709,25264,0.75,0.88
7710,45573,0.66,0.78
7711,34296,0.96,0.57
7712,45582,0.6,0.86
7713,45586,0.64,0.78
7714,45600,0.85,0.8
7715,45601,0.3,0.53
7716,45604,0.74,0.95
7717,45613,0.14,0.8
7718,45622,0.93,0.76
7719,45625,0.75,0.48
7720,45631,0.58,0.63
7721,45633,0.59,0.6
7722,45639,0.2,0.9
7723,45668,1.0,0.84
