,empid,projid,duration,tenure,safety,churn,advancement,department,salary
8940,37764,5,235,3,0,0,0,technical,medium
8941,52846,4,258,5,0,1,0,support,low
8942,52854,5,187,2,0,0,0,technical,low
8943,38753,5,222,6,1,0,0,sales,low
8944,52868,5,202,4,0,0,0,marketing,medium
8945,52869,4,250,3,0,0,0,support,low
8946,52874,6,281,4,0,1,0,sales,low
8947,52884,2,157,3,0,1,0,IT,medium
8948,52899,4,141,5,0,0,0,management,low
8949,52906,6,152,2,1,0,0,accounting,low
8950,52917,4,218,6,1,0,0,support,medium
8951,52921,6,142,4,0,1,0,support,medium
8952,52922,4,235,3,0,0,0,management,medium
8953,52930,2,158,3,0,1,0,marketing,low
8954,52935,2,159,3,0,1,0,support,low
8955,38850,3,146,8,0,0,0,product_mng,medium
8956,52938,3,165,3,0,0,0,marketing,medium
8957,52939,5,156,5,0,0,0,accounting,low
8958,52941,2,139,3,0,1,0,technical,low
8959,52942,6,289,4,0,1,0,technical,low
8960,52957,2,155,4,0,1,0,IT,medium
8961,52975,4,212,2,0,0,0,sales,medium
8962,52980,3,288,2,0,0,0,support,low
8963,52986,4,101,3,0,0,0,support,high
8964,52996,4,242,2,1,0,0,support,low
8965,53002,2,162,4,0,0,0,RandD,low
8966,53003,5,258,10,0,0,0,sales,medium
8967,53005,2,146,3,0,1,0,support,low
8968,53020,7,307,4,0,1,0,sales,low
8969,53023,5,199,5,0,0,0,IT,medium
8970,53025,3,178,3,0,0,0,management,low
8971,53026,2,203,7,0,0,0,sales,medium
8972,39642,3,221,2,0,0,0,sales,medium
8973,53035,3,262,5,0,0,0,support,medium
8974,53048,2,132,3,0,1,0,IT,low
8975,53050,5,157,4,0,0,0,IT,low
8976,53052,2,149,3,0,0,0,product_mng,low
8977,53056,5,158,2,1,0,0,support,high
8978,40013,2,156,3,0,1,0,hr,low
8979,53059,4,173,3,0,0,0,technical,medium
8980,53060,4,176,5,0,0,0,product_mng,low
8981,53067,4,184,3,0,0,0,IT,low
8982,53083,5,247,2,0,0,0,support,low
8983,40372,4,216,10,0,0,0,sales,high
8984,53114,5,196,3,0,0,0,management,low
8985,53115,3,184,3,0,0,0,sales,medium
8986,53116,3,241,3,0,0,0,marketing,low
8987,53119,4,287,5,0,1,0,accounting,low
8988,53121,5,254,5,0,1,0,sales,low
8989,53135,2,135,3,0,1,0,technical,low
8990,53148,4,109,5,0,0,0,accounting,medium
8991,53156,4,243,3,1,0,0,technical,low
8992,53157,4,194,4,0,0,0,sales,low
8993,53174,5,295,6,1,1,0,support,medium
8994,53179,3,180,4,0,0,0,sales,medium
8995,53186,4,143,2,1,0,0,accounting,medium
8996,53187,5,150,3,0,0,0,technical,low
8997,53194,4,149,2,0,0,0,product_mng,medium
8998,53195,2,270,3,0,1,0,support,low
8999,53208,3,131,4,1,0,0,technical,medium
9000,53212,5,211,3,0,0,0,RandD,low
9001,53214,4,240,2,0,0,0,hr,low
9002,53215,3,183,2,1,0,0,sales,medium
9003,53227,3,267,3,0,0,0,sales,medium
9004,40503,4,222,2,1,0,0,sales,medium
9005,53242,2,142,3,0,1,0,technical,low
9006,53251,4,241,2,0,0,0,marketing,low
9007,53256,4,153,3,0,0,0,support,medium
9008,53263,5,268,6,0,1,0,technical,high
9009,53265,5,173,2,0,0,0,sales,low
9010,53271,5,261,3,0,0,0,technical,high
9011,53276,4,272,3,1,0,0,technical,low
9012,53280,7,252,4,0,1,0,accounting,medium
9013,41164,6,251,4,0,1,0,technical,medium
9014,53290,6,114,3,1,0,0,hr,medium
9015,53297,3,130,5,1,0,0,product_mng,medium
9016,41453,5,244,4,0,0,0,marketing,high
9017,53305,6,256,5,0,1,0,marketing,medium
9018,53306,4,213,4,0,1,0,support,low
9019,42324,5,170,5,0,0,0,product_mng,low
9020,53316,2,159,3,0,1,0,sales,low
9021,53324,3,134,3,0,0,0,sales,low
9022,53325,5,170,4,0,0,0,support,medium
9023,42759,4,256,4,0,0,0,management,medium
9024,43242,3,243,3,0,0,0,sales,low
9025,53344,2,145,3,0,1,0,management,low
9026,43337,3,176,3,1,0,0,marketing,high
9027,53349,3,224,3,0,0,1,accounting,medium
9028,53363,3,160,3,0,0,0,technical,low
9029,53367,4,221,3,0,0,0,sales,low
9030,53368,4,249,4,0,0,0,support,medium
9031,53389,2,193,4,0,0,0,sales,low
9032,44813,2,228,3,0,0,0,product_mng,medium
9033,45550,2,150,3,0,1,0,sales,low
9034,53400,3,193,3,0,0,0,support,low
9035,53401,5,200,4,0,0,0,support,medium
9036,53404,3,192,3,0,0,0,management,high
9037,46343,2,148,3,0,1,0,technical,medium
9038,46367,4,155,3,0,0,0,management,low
9039,53430,2,125,3,0,1,0,product_mng,low
9040,53432,3,259,2,1,0,0,hr,low
9041,53436,2,258,3,0,1,0,support,low
9042,53438,3,235,7,0,0,0,product_mng,medium
9043,53441,3,222,3,0,0,0,technical,low
9044,53449,5,243,5,0,1,0,support,low
9045,53451,5,247,3,0,0,0,technical,medium
9046,53455,5,231,2,1,0,0,sales,low
9047,53458,2,219,4,0,0,0,sales,low
9048,47390,4,172,3,0,0,0,technical,medium
9049,53468,2,160,3,0,1,0,sales,low
9050,53474,4,285,4,1,1,0,marketing,low
9051,53480,4,274,5,0,1,0,RandD,medium
9052,53485,4,188,3,0,0,0,RandD,low
9053,51243,2,251,3,0,1,0,sales,high
9054,53493,3,165,3,1,0,0,marketing,low
9055,53495,6,194,6,1,0,0,sales,low
9056,53496,5,248,3,0,0,0,product_mng,low
9057,53498,2,142,3,0,1,0,hr,medium
9058,53519,5,256,6,0,1,0,technical,medium
9059,53522,4,122,4,0,0,0,sales,low
9060,53524,5,125,4,0,0,0,sales,low
9061,53526,3,149,4,1,0,0,hr,low
9062,53527,6,292,4,0,1,0,sales,low
9063,53532,6,240,6,0,0,0,hr,low
9064,52319,4,190,4,0,0,0,IT,low
9065,55466,3,240,3,0,0,0,IT,medium
9066,53580,6,264,4,0,1,0,technical,low
9067,53582,4,258,3,0,0,0,sales,medium
9068,53590,2,142,3,0,1,0,technical,low
9069,53607,2,159,3,0,1,0,sales,medium
9070,53613,5,266,6,0,1,0,hr,low
9071,53614,5,244,2,0,0,0,sales,medium
9072,53615,2,196,2,0,1,0,IT,low
9073,53619,4,172,3,0,0,0,technical,low
9074,53624,6,170,3,0,0,0,hr,low
9075,53626,6,273,4,0,1,0,RandD,low
9076,53629,4,161,3,1,0,0,technical,medium
9077,53631,3,174,3,0,0,0,IT,high
9078,53640,3,211,3,0,0,0,sales,medium
9079,53655,5,281,3,0,0,0,IT,medium
9080,53679,4,251,3,1,0,0,sales,medium
9081,53682,5,230,2,0,0,0,accounting,medium
9082,53684,2,290,4,0,1,0,product_mng,medium
9083,53685,2,151,3,0,1,0,IT,low
9084,53688,3,259,2,0,0,0,sales,medium
9085,53697,3,161,3,0,0,0,IT,low
9086,53702,4,231,3,0,0,0,hr,medium
9087,53712,2,165,3,0,1,0,sales,low
9088,53718,6,291,4,0,1,0,sales,medium
9089,53719,2,143,3,0,1,0,management,low
9090,53721,3,191,2,0,0,0,marketing,high
9091,53726,5,224,3,0,0,0,accounting,low
9092,53727,5,143,6,0,0,0,IT,medium
9093,53729,4,149,3,0,0,0,sales,low
9094,53731,4,283,2,1,0,0,marketing,low
9095,53733,4,136,3,0,0,0,sales,medium
9096,53743,2,146,3,0,1,0,technical,low
9097,53745,4,237,3,1,0,0,sales,low
9098,53748,4,253,2,0,0,0,technical,medium
9099,53756,4,155,5,1,0,0,product_mng,high
9100,53760,2,176,3,0,0,0,hr,low
9101,55482,3,267,3,0,0,0,marketing,high
9102,53769,3,153,4,0,0,0,hr,low
9103,53776,3,160,3,0,0,0,RandD,medium
9104,53778,3,156,3,0,1,0,support,medium
9105,53789,4,170,3,0,0,0,sales,medium
9106,53793,6,104,3,0,0,0,support,medium
9107,55499,3,214,3,0,0,0,accounting,low
9108,53797,6,262,2,0,0,0,management,medium
9109,53803,2,165,3,0,0,0,sales,low
9110,53807,4,137,3,0,0,0,sales,medium
9111,53809,6,310,4,0,1,0,product_mng,low
9112,53817,3,100,3,0,0,0,support,low
9113,53832,2,188,3,0,0,0,hr,high
9114,53833,3,239,5,0,1,0,product_mng,low
9115,56393,5,169,3,0,0,0,sales,medium
9116,57383,5,199,3,0,0,0,sales,low
9117,53849,2,181,3,0,0,0,IT,low
9118,53864,4,145,3,0,0,0,hr,medium
9119,53866,4,289,5,1,1,0,marketing,medium
9120,53879,3,199,5,0,0,0,RandD,low
9121,53886,6,255,2,0,1,0,sales,medium
9122,53889,2,134,3,0,1,0,technical,medium
9123,53893,4,209,5,0,1,0,technical,medium
9124,53905,2,107,2,0,0,0,hr,medium
9125,53906,5,141,6,0,0,0,IT,medium
9126,53907,5,260,4,0,0,0,hr,low
9127,53919,5,236,3,0,0,0,technical,low
9128,53922,4,248,3,0,0,0,RandD,low
9129,53925,2,252,6,0,1,0,product_mng,low
9130,53930,4,156,10,0,0,0,marketing,low
9131,53935,5,242,3,0,0,0,management,high
9132,53936,3,131,4,0,0,0,technical,low
9133,53939,2,164,4,0,0,0,accounting,high
9134,53942,2,181,2,0,0,0,sales,low
9135,53945,3,275,4,0,0,0,IT,low
9136,53951,5,264,2,0,0,0,support,low
9137,53952,3,133,3,1,0,0,marketing,medium
9138,53953,3,165,3,0,0,0,technical,low
9139,53955,3,135,3,0,0,0,sales,low
9140,53957,4,193,4,1,0,0,technical,low
9141,53962,3,255,5,0,0,0,technical,medium
9142,53976,4,249,3,0,0,0,product_mng,low
9143,53977,5,235,3,0,0,0,marketing,medium
9144,53982,3,265,3,0,0,0,IT,medium
9145,58949,3,266,8,1,0,0,sales,low
9146,53991,6,292,4,0,1,0,support,low
9147,53995,4,213,2,0,0,0,sales,low
9148,54002,3,133,4,0,0,0,management,medium
9149,54008,3,177,3,0,0,0,sales,medium
9150,54012,2,165,3,0,0,1,sales,low
9151,54017,6,280,7,0,0,0,sales,medium
9152,54020,6,178,3,0,0,0,marketing,low
9153,54028,3,149,2,1,0,0,accounting,high
9154,54030,3,255,3,1,0,0,technical,low
9155,54036,6,235,4,0,1,0,technical,medium
9156,54040,6,252,5,0,1,0,sales,medium
9157,54054,5,222,3,1,0,0,technical,low
9158,59520,4,259,2,0,0,0,IT,medium
9159,59880,3,257,3,0,0,0,IT,low
9160,54068,2,138,10,0,0,0,marketing,medium
9161,54077,4,182,2,0,0,0,sales,low
9162,54080,2,271,3,1,0,0,sales,medium
9163,60068,5,256,3,0,0,0,product_mng,medium
9164,54100,2,160,6,1,0,0,hr,medium
9165,54105,4,259,2,1,0,1,RandD,medium
9166,54107,4,151,3,1,0,0,sales,low
9167,54112,2,128,2,0,0,0,support,low
9168,54117,2,143,3,0,1,0,support,medium
9169,54124,4,284,3,0,0,0,accounting,high
9170,54140,2,277,2,1,0,0,RandD,medium
9171,54145,4,246,5,0,1,0,technical,low
9172,54156,5,274,6,0,1,0,support,low
9173,54157,3,224,10,0,0,0,technical,low
9174,54160,3,167,3,0,0,0,product_mng,medium
9175,54163,4,164,2,0,0,0,support,medium
9176,61285,4,100,2,0,0,0,marketing,high
9177,54179,2,146,3,0,1,0,technical,medium
9178,54181,2,128,2,0,0,0,technical,high
9179,61309,3,139,3,0,0,0,accounting,low
9180,54187,3,185,3,0,0,0,sales,medium
9181,54188,3,203,2,0,0,0,sales,medium
9182,54189,3,134,3,0,0,0,sales,medium
9183,54190,4,141,3,0,0,0,sales,medium
9184,54199,4,260,3,1,0,0,accounting,medium
9185,61590,4,249,10,0,0,0,marketing,high
9186,54211,7,266,4,0,1,0,management,medium
9187,54226,3,270,5,0,1,0,hr,low
9188,54239,4,207,2,1,0,0,accounting,low
9189,54242,5,149,5,0,0,0,RandD,low
9190,54249,4,258,2,1,0,0,technical,medium
9191,54251,5,271,3,1,0,0,sales,low
9192,54255,7,164,7,0,0,0,IT,low
9193,54256,5,252,3,0,0,0,technical,low
9194,62124,2,109,4,0,0,0,sales,low
9195,63339,3,244,3,1,0,0,management,medium
9196,54270,3,131,3,0,0,0,sales,medium
9197,54274,2,151,7,0,0,1,management,high
9198,54293,4,240,3,0,0,0,support,medium
9199,54299,4,136,2,0,0,0,sales,medium
9200,63949,2,147,3,0,1,0,sales,low
9201,54313,2,133,3,0,1,0,marketing,low
9202,54318,4,194,4,0,0,0,support,medium
9203,54330,3,270,3,0,0,0,sales,low
9204,54332,7,202,5,0,0,0,sales,low
9205,64778,5,133,5,0,1,0,technical,low
9206,54336,7,273,4,0,1,0,technical,high
9207,54352,5,231,5,0,1,0,sales,medium
9208,54357,3,261,3,0,0,0,technical,low
9209,54364,5,233,6,0,1,0,sales,low
9210,64975,5,223,5,0,1,0,accounting,low
9211,54367,3,192,2,0,0,0,accounting,medium
9212,54368,5,131,3,0,0,0,technical,medium
9213,54386,4,179,2,0,0,0,IT,medium
9214,54398,3,206,3,0,0,0,marketing,low
9215,54402,4,130,3,0,0,0,sales,low
9216,54403,5,160,3,0,0,0,support,high
9217,54406,5,211,2,0,0,0,support,low
9218,54417,3,241,8,0,0,0,technical,low
9219,54418,5,96,5,0,0,0,IT,high
9220,54428,4,193,3,0,0,0,sales,medium
9221,65110,6,280,5,0,0,0,accounting,low
9222,54449,4,184,3,0,0,0,marketing,low
9223,65225,5,235,2,1,0,0,marketing,high
9224,54464,5,266,2,0,0,0,IT,low
9225,54467,4,241,3,0,0,0,support,high
9226,54470,2,128,3,0,1,0,IT,low
9227,54477,5,140,10,0,0,0,management,high
9228,54504,3,200,3,0,0,0,technical,medium
9229,65345,6,227,4,0,0,0,management,low
9230,54516,5,147,10,0,0,0,support,medium
9231,54518,3,206,3,0,0,0,support,medium
9232,54522,2,134,3,0,1,0,sales,low
9233,65631,3,99,4,0,0,0,IT,medium
9234,54530,3,165,3,1,0,0,management,low
9235,66429,3,179,4,0,0,0,IT,medium
9236,54532,6,281,4,0,1,0,sales,low
9237,54535,4,159,4,0,0,0,sales,low
9238,54547,4,197,3,0,0,0,technical,medium
9239,54550,7,295,4,0,1,0,technical,low
9240,54561,5,264,5,0,1,0,sales,medium
9241,67055,4,252,3,0,0,0,sales,low
9242,67315,3,145,3,0,0,1,sales,low
9243,54570,3,209,3,0,0,0,sales,low
9244,54571,4,255,3,0,0,0,marketing,medium
9245,54584,4,246,3,0,0,0,support,medium
9246,54590,5,219,3,0,0,0,technical,low
9247,54591,4,117,3,0,0,0,IT,medium
9248,67906,3,131,2,1,0,0,RandD,medium
9249,54603,4,241,2,0,0,0,sales,low
9250,54605,5,172,4,0,0,0,hr,low
9251,54607,4,184,5,0,1,0,accounting,medium
9252,54618,4,205,3,0,0,0,support,medium
9253,67946,4,153,4,0,0,0,sales,low
9254,54621,3,219,2,0,0,0,sales,medium
9255,54651,3,254,2,0,0,0,support,medium
9256,54660,2,129,3,0,1,0,hr,medium
9257,54672,3,235,5,0,0,0,sales,high
9258,54675,5,212,5,1,0,0,technical,medium
9259,54694,4,108,2,0,0,0,sales,medium
9260,68834,4,157,4,0,0,0,management,medium
9261,54701,5,244,5,0,1,0,support,low
9262,54710,4,269,3,0,0,0,support,medium
9263,54723,5,251,5,0,1,0,RandD,medium
9264,54729,3,226,3,1,0,0,technical,medium
9265,69522,3,249,4,0,0,0,support,low
9266,54745,3,153,3,1,0,0,technical,medium
9267,54747,6,263,4,0,1,0,accounting,high
9268,69606,3,263,2,0,0,0,management,medium
9269,54755,4,140,2,0,0,0,RandD,medium
9270,54759,3,231,2,0,0,0,sales,low
9271,54764,4,218,3,0,0,0,sales,high
9272,54766,3,126,2,0,0,0,support,medium
9273,54772,6,148,4,0,0,0,sales,low
9274,54773,5,231,5,0,1,0,hr,medium
9275,54789,3,133,3,0,0,0,sales,low
9276,54790,2,134,3,0,1,0,accounting,medium
9277,54823,5,264,4,0,0,0,support,high
9278,54827,3,214,5,0,0,0,management,medium
9279,70718,4,265,3,0,0,0,marketing,low
9280,70726,4,265,4,0,0,0,accounting,low
9281,72504,5,188,8,1,0,0,sales,low
9282,54850,4,273,6,0,1,0,sales,medium
9283,54851,3,124,2,0,0,0,IT,low
9284,72672,4,197,2,1,0,0,sales,low
9285,54869,3,148,6,0,0,0,accounting,low
9286,54876,4,142,3,0,0,0,RandD,medium
9287,54881,6,285,4,0,0,0,sales,medium
9288,54894,3,228,3,0,0,0,sales,low
9289,54896,2,138,3,0,1,0,technical,medium
9290,54903,4,165,3,0,0,0,management,low
9291,54921,3,184,7,0,0,1,management,high
9292,54924,2,287,2,0,1,0,accounting,medium
9293,54926,2,204,6,0,0,0,technical,low
9294,72734,4,136,3,1,0,0,RandD,medium
9295,54935,3,177,4,0,0,0,IT,low
9296,54938,3,243,3,0,0,0,sales,low
9297,54949,3,258,2,0,0,0,support,low
9298,54952,4,163,3,0,0,0,marketing,medium
9299,54958,3,194,7,1,0,0,management,medium
9300,54965,4,125,3,0,0,0,support,low
9301,54967,3,110,2,0,0,0,hr,medium
9302,72814,6,275,4,0,1,0,sales,medium
9303,54983,4,210,3,0,0,0,sales,medium
9304,54991,4,213,2,0,0,0,sales,medium
9305,72995,3,250,2,0,0,0,IT,high
9306,73079,3,251,3,0,0,0,support,medium
9307,54998,3,230,2,0,0,1,sales,low
9308,55006,4,167,3,0,0,0,sales,medium
9309,55007,3,142,4,0,0,0,product_mng,high
9310,55009,2,145,3,0,1,0,support,medium
9311,73126,5,235,5,0,1,0,IT,low
9312,55028,3,193,4,0,0,0,support,medium
9313,75189,6,109,6,0,0,0,accounting,low
9314,55030,2,157,3,0,1,0,marketing,low
9315,55038,5,211,2,0,0,0,sales,medium
9316,55040,5,263,3,0,0,0,IT,low
9317,55042,3,250,3,1,0,0,support,high
9318,55045,3,139,3,0,1,0,accounting,medium
9319,55047,4,240,2,0,0,0,management,high
9320,55057,4,262,3,0,0,0,sales,low
9321,78929,3,236,3,0,0,0,technical,medium
9322,79027,4,257,4,1,0,0,product_mng,medium
9323,79252,4,270,6,0,0,1,IT,high
9324,55073,2,149,3,0,1,0,product_mng,low
9325,55078,4,175,4,1,0,0,accounting,high
9326,55083,5,181,4,0,0,0,support,medium
9327,55090,2,146,3,0,1,0,sales,low
9328,55091,4,217,3,0,0,0,support,medium
9329,80711,3,144,2,0,0,0,sales,low
9330,55102,3,181,3,0,0,0,technical,low
9331,55107,2,187,2,0,0,0,support,medium
9332,55113,4,234,4,1,1,0,RandD,low
9333,55119,2,135,3,0,1,0,IT,medium
9334,55120,3,252,3,0,0,0,sales,medium
9335,55121,2,151,3,0,1,0,product_mng,medium
9336,55122,4,132,4,0,0,0,sales,low
9337,81148,4,218,2,0,0,0,support,medium
9338,81585,3,200,2,0,0,0,technical,low
9339,82282,4,200,3,0,0,0,support,low
9340,55133,4,204,3,1,0,0,technical,low
9341,55134,6,310,5,0,1,0,accounting,medium
9342,55139,4,236,5,0,1,0,sales,low
9343,55140,5,238,2,0,0,0,sales,low
9344,55141,5,193,3,0,0,0,support,medium
9345,55144,5,150,3,0,0,0,accounting,medium
9346,55145,4,231,3,0,0,0,support,low
9347,55158,3,270,3,0,0,0,IT,medium
9348,55161,3,218,2,0,0,0,sales,medium
9349,55163,4,134,4,1,0,0,IT,high
9350,55173,4,205,3,0,0,0,RandD,medium
9351,82336,4,237,3,0,0,0,management,medium
9352,55177,4,135,3,0,0,0,technical,medium
9353,55188,4,191,5,0,0,1,technical,medium
9354,55194,3,193,3,0,0,0,technical,medium
9355,82808,3,145,2,1,0,0,technical,high
9356,55198,5,183,4,0,1,0,product_mng,low
9357,55212,2,139,3,0,1,0,technical,low
9358,84216,3,128,3,0,1,0,sales,medium
9359,55221,4,171,5,1,0,0,IT,medium
9360,55222,2,192,3,0,1,0,hr,medium
9361,85016,5,218,2,0,0,0,sales,low
9362,55234,5,152,4,0,0,0,management,low
9363,55235,3,235,3,0,0,0,product_mng,medium
9364,55236,2,201,8,0,0,0,support,low
9365,55244,2,154,3,0,1,0,support,low
9366,55250,5,206,7,0,0,0,sales,medium
9367,85877,6,286,4,0,1,0,accounting,low
9368,55256,2,109,2,0,0,0,technical,high
9369,86076,3,291,6,0,0,0,IT,medium
9370,55279,5,149,3,0,0,1,management,medium
9371,55280,5,195,3,0,0,0,support,low
9372,55293,2,103,4,1,0,0,support,high
9373,55302,2,254,4,0,0,0,RandD,medium
9374,55309,2,132,3,0,1,0,sales,medium
9375,86488,2,129,3,0,1,0,accounting,medium
9376,55322,5,140,6,0,0,0,sales,low
9377,55323,2,149,3,0,1,0,marketing,low
9378,55325,2,219,2,1,0,0,technical,low
9379,55337,2,131,5,0,0,0,sales,medium
9380,55338,4,250,3,0,0,0,support,low
9381,55353,3,256,3,0,0,0,management,medium
9382,55360,3,146,3,0,0,0,IT,medium
9383,55372,4,139,2,0,0,0,accounting,low
9384,87332,6,282,4,0,1,0,sales,medium
9385,55392,3,120,7,0,0,0,sales,low
9386,55398,5,221,5,0,1,0,sales,low
9387,55399,5,241,3,0,0,0,IT,high
9388,55400,4,179,8,0,0,0,support,medium
9389,55402,6,218,5,0,0,0,hr,low
9390,55406,3,218,2,0,0,0,technical,low
9391,55420,3,244,3,0,0,0,hr,low
9392,88126,3,203,3,0,0,0,sales,medium
9393,55436,5,237,4,0,1,0,hr,medium
9394,55447,5,182,5,0,0,0,sales,low
9395,55451,2,159,3,0,1,0,hr,low
9396,55455,4,149,2,0,0,0,technical,high
9397,88716,2,135,3,0,1,0,marketing,low
9398,55478,6,238,4,0,0,0,sales,medium
9399,89107,4,267,3,0,0,0,support,high
9400,55484,3,255,3,1,0,0,sales,low
9401,55490,2,144,3,0,1,0,accounting,low
9402,90183,3,240,3,0,0,0,technical,medium
9403,55503,2,145,3,1,1,0,sales,low
9404,55504,2,151,4,0,0,0,RandD,medium
9405,55508,3,141,4,1,0,0,support,low
9406,55509,6,240,4,1,0,0,sales,medium
9407,55515,6,289,4,1,1,0,support,low
9408,55517,4,205,3,0,0,0,technical,low
9409,55518,4,253,3,0,0,0,sales,medium
9410,55521,5,244,3,0,0,0,IT,low
9411,55527,6,166,3,0,0,0,IT,high
9412,91784,5,245,5,0,1,0,hr,medium
9413,55556,2,143,3,0,1,0,support,low
9414,55558,3,270,2,1,0,0,technical,medium
9415,55578,6,254,4,0,1,0,support,low
9416,55582,5,228,5,1,0,0,technical,medium
9417,55597,4,296,3,0,0,0,sales,low
9418,55602,5,231,2,1,0,0,support,low
9419,55609,3,138,2,0,0,0,sales,low
9420,55615,2,127,3,0,1,0,accounting,low
9421,55618,2,146,3,0,1,0,support,low
9422,55620,4,222,2,0,0,0,sales,low
9423,55622,2,183,4,0,0,0,sales,low
9424,92379,6,284,4,0,1,0,technical,low
9425,55632,2,157,3,0,1,0,accounting,low
9426,55651,4,177,3,0,0,0,management,low
9427,55653,3,207,3,0,0,0,sales,medium
9428,55657,4,236,5,0,1,0,technical,medium
9429,92536,3,135,3,0,0,0,sales,medium
9430,55664,3,186,5,0,0,0,IT,medium
9431,55674,3,221,3,0,0,0,sales,medium
9432,55676,3,174,3,0,0,0,RandD,medium
9433,55677,2,138,3,0,1,0,sales,high
9434,55689,4,245,6,0,1,0,technical,low
9435,55693,2,187,2,1,0,0,RandD,low
9436,55698,3,251,2,0,0,0,accounting,high
9437,55700,3,150,2,0,0,0,technical,medium
9438,93008,4,197,2,0,0,0,sales,medium
9439,55711,5,195,5,1,0,0,IT,low
9440,93791,2,138,3,0,1,0,product_mng,low
9441,55717,4,229,5,0,1,0,technical,medium
9442,55724,5,236,3,1,0,0,product_mng,low
9443,55725,4,152,3,0,0,0,IT,low
9444,94915,4,273,6,0,0,0,hr,low
9445,95185,6,211,2,0,0,0,accounting,medium
9446,55732,7,255,4,0,1,0,product_mng,low
9447,55734,5,184,6,0,0,0,sales,medium
9448,55737,3,250,2,0,0,0,technical,low
9449,55741,2,149,3,0,1,0,marketing,medium
9450,95206,4,187,3,0,0,0,sales,low
9451,55760,4,252,6,0,1,0,sales,low
9452,55761,5,165,2,0,0,0,technical,low
9453,55765,3,205,3,0,0,0,support,low
9454,55769,4,198,3,0,0,0,technical,low
9455,55770,3,130,2,0,0,0,sales,medium
9456,55772,5,230,2,0,0,0,sales,medium
9457,55773,3,160,7,0,0,0,IT,medium
9458,95555,4,264,2,0,0,0,technical,low
9459,95960,4,145,2,0,0,0,technical,high
9460,55797,3,267,3,0,0,0,support,low
9461,96433,4,224,3,0,0,0,technical,medium
9462,55802,3,229,3,1,0,0,sales,low
9463,55803,3,143,2,0,0,1,marketing,high
9464,55809,4,252,3,0,0,1,sales,medium
9465,55810,4,176,3,0,0,0,product_mng,medium
9466,55820,5,269,5,0,1,0,RandD,low
9467,55823,2,111,3,1,0,0,IT,medium
9468,55831,5,215,4,0,0,0,product_mng,medium
9469,55832,5,222,8,0,0,0,sales,medium
9470,55845,4,220,3,0,0,1,sales,medium
9471,55847,6,302,5,0,1,0,support,low
9472,96462,2,214,2,1,0,0,technical,low
9473,55866,3,146,3,1,0,0,product_mng,low
9474,55867,2,156,4,0,0,0,technical,low
9475,55869,2,129,3,0,1,0,technical,medium
9476,55893,4,235,2,0,0,0,product_mng,low
9477,55910,5,251,3,0,0,0,sales,medium
9478,55911,5,266,5,0,1,0,sales,low
9479,55912,5,255,5,0,1,0,sales,low
9480,55913,3,252,3,1,0,0,technical,low
9481,96645,6,245,5,0,0,0,support,low
9482,55922,4,180,2,1,0,0,sales,low
9483,55926,5,254,4,0,0,0,RandD,medium
9484,55928,4,210,2,0,0,0,sales,low
9485,55933,3,223,2,0,0,0,sales,medium
9486,55934,4,190,3,1,0,0,technical,low
9487,96999,4,211,2,1,0,0,hr,medium
9488,97065,4,233,3,0,0,0,sales,medium
9489,55947,3,156,3,0,0,0,IT,medium
9490,55948,3,274,2,0,0,0,support,low
9491,55959,2,144,3,0,1,0,accounting,low
9492,55964,4,267,3,0,0,0,support,medium
9493,55976,4,221,3,0,0,0,marketing,high
9494,55983,5,113,3,0,0,0,sales,medium
9495,55988,5,265,5,0,1,0,accounting,medium
9496,97896,4,243,3,0,0,0,support,medium
9497,56012,4,238,5,0,1,0,accounting,low
9498,56020,4,240,3,0,0,0,technical,low
9499,56021,5,201,3,0,0,0,product_mng,medium
9500,98956,2,135,3,0,1,0,support,medium
9501,56030,3,189,6,0,0,0,product_mng,medium
9502,56056,4,172,3,0,0,0,technical,low
9503,56060,4,261,3,0,0,0,RandD,medium
9504,56075,4,214,2,0,0,0,sales,medium
9505,56076,6,277,4,0,1,0,technical,low
9506,99544,2,168,3,1,0,0,marketing,medium
9507,56084,3,150,3,0,0,0,sales,low
9508,1123,4,162,3,0,0,0,sales,medium
9509,56089,2,122,2,0,0,0,technical,high
9510,56104,5,189,4,0,0,0,support,medium
9511,56108,4,233,3,1,0,0,IT,low
9512,56119,4,262,8,0,0,0,IT,medium
9513,56120,6,204,3,0,0,0,marketing,medium
9514,56123,3,259,3,0,0,0,sales,low
9515,2375,4,166,3,0,0,0,product_mng,medium
9516,56145,4,155,3,0,0,0,sales,low
9517,56161,2,177,4,0,0,0,technical,high
9518,56162,4,147,3,0,0,0,hr,low
9519,56163,5,240,5,0,1,0,technical,low
9520,56185,3,150,3,1,0,0,IT,medium
9521,6498,5,141,5,0,0,0,IT,low
9522,56207,4,184,2,0,0,0,IT,low
9523,56208,6,209,5,1,0,0,sales,medium
9524,56212,2,132,3,0,1,0,sales,low
9525,56224,3,216,3,0,0,0,marketing,medium
9526,56236,5,267,4,0,0,0,sales,low
9527,56243,4,279,5,0,1,0,technical,medium
9528,6864,2,137,4,0,0,0,technical,low
9529,56271,6,160,4,0,0,0,IT,medium
9530,6870,2,149,3,0,1,0,hr,medium
9531,56286,4,266,3,0,0,0,support,medium
9532,56289,3,253,3,0,0,0,support,medium
